danceability,energy,loudness,speechiness,instrumentalness,valence,tempo,acousticness,track_name,artist
0.624,0.456,-11.265,0.0354,0.279,0.17,110.034,0.522,Each Day,Alex Baker
0.686,0.472,-8.638,0.0897,0.0908,0.0832,100.106,0.416,Electric Feel,TEEMID
0.584,0.626,-11.151,0.0899,0.654,0.235,114.954,0.426,Cry,bailey
0.756,0.6,-9.658,0.0547,0.377,0.12,119.988,0.307,Soulmate,MR TOUT LE MONDE
0.562,0.621,-11.594,0.334,0.0,0.574,94.24,0.843,Dernier Texto,Juicy Cola
0.769,0.596,-9.359,0.0524,0.00803,0.259,105.032,0.0487,Crazy,PLÜM
0.665,0.713,-5.779,0.0376,0.0,0.386,89.979,0.0399,Highs & Lows,Broken Back
0.799,0.519,-10.262,0.0698,0.00893,0.121,119.991,0.158,Tell Me,Lonely in the Rain
0.611,0.539,-13.219,0.0903,0.846,0.0648,116.049,0.836,Affection,Augan
0.44,0.791,-7.318,0.0696,0.972,0.0744,119.748,0.428,Vivid,Mateo
0.682,0.707,-10.755,0.0377,0.0336,0.0527,124.006,0.0187,Shallow Water - Edit,JLV
0.689,0.416,-9.32,0.0324,0.875,0.0971,120.027,0.51,Remember That Summer,Panta Ray
0.699,0.519,-8.623,0.0566,0.16,0.0522,115.066,0.106,Matter of Time (feat. Alex Maher),Vandelux
0.682,0.78,-8.617,0.078,0.718,0.0611,99.995,0.323,Please Stay,Triomphe
0.707,0.541,-12.621,0.0421,0.395,0.0338,120.01,0.512,Home,MR TOUT LE MONDE
0.665,0.302,-16.312,0.101,0.762,0.0758,105.004,0.555,Lights,Alex Baker
0.692,0.553,-12.259,0.125,0.00286,0.0395,109.97,0.722,Falling Like A Feather,Lonely in the Rain
0.719,0.355,-9.975,0.0664,0.308,0.41,144.93,0.881,Upside Down,Snazzy
0.69,0.367,-10.333,0.0531,0.00592,0.179,107.025,0.619,Stay Awhile,Slowtide
0.753,0.617,-7.061,0.0975,0.0262,0.318,105.027,0.568,Losing Control,Lost In Pacific
0.683,0.758,-7.29,0.163,0.0,0.686,95.956,0.284,Shine,Broken Back
0.797,0.554,-8.161,0.0665,0.0709,0.403,112.976,0.322,Rêve sans fin,PLÜM
0.751,0.501,-7.529,0.0588,0.011,0.3,111.987,0.122,go with u - Louis La Roche Remix,BAYNK
0.873,0.489,-10.008,0.251,0.0284,0.208,115.038,0.719,In Love Again,Lonely in the Rain
0.646,0.681,-7.526,0.381,0.00709,0.27,122.023,0.357,Feel,Augan
0.641,0.853,-10.147,0.0577,0.735,0.0366,115.037,0.505,Last Time,Prigida
0.734,0.593,-12.139,0.0696,0.00435,0.117,124.987,0.425,Take Me,Lenji
0.573,0.44,-15.567,0.323,1.92e-05,0.121,99.956,0.758,Keep You Away,Luca
0.608,0.346,-12.613,0.0498,0.473,0.0646,89.992,0.678,I Need To Feel,Two Muses After
0.697,0.751,-8.253,0.0943,0.00291,0.305,111.985,0.343,Flower,PLÜM
0.652,0.634,-11.13,0.0351,0.685,0.228,120.011,0.223,Thoughts In My Head,Last Sun
0.665,0.555,-12.202,0.266,0.106,0.174,121.995,0.793,Forever Now,Lonely in the Rain
0.672,0.5,-12.585,0.031,0.83,0.0893,105.015,0.153,Valleys of Perspective,Sour
0.728,0.291,-13.366,0.0411,0.765,0.0573,115.008,0.752,Before The Sun,Panta Ray
0.586,0.811,-12.527,0.0364,0.631,0.0383,122.014,0.0666,Searching,MR TOUT LE MONDE
0.794,0.496,-8.316,0.19,1.82e-05,0.348,107.004,0.0911,The Way,Triomphe
0.803,0.684,-10.081,0.0627,0.0722,0.563,112.985,0.68,Ithaque,Sara Costa
0.789,0.435,-9.506,0.149,0.0395,0.166,122.997,0.691,Because You Move Me,Tinlicker
0.734,0.464,-11.389,0.0597,0.078,0.171,122.002,0.349,Chasing My Dreams - Palosueño Remix,Lonely in the Rain
0.733,0.488,-12.761,0.11,0.28,0.253,119.998,0.838,Time For Reason,Xad
0.835,0.832,-6.198,0.178,0.857,0.316,102.017,0.24,Estelle,Triomphe
0.799,0.415,-12.865,0.144,0.217,0.0398,114.025,0.667,Far Away,Lonely in the Rain
0.534,0.65,-10.397,0.0539,0.361,0.0616,119.992,0.608,Never Known,MR TOUT LE MONDE
0.663,0.642,-8.107,0.0343,0.101,0.102,115.006,0.835,In My Mind,Noyade
0.698,0.871,-7.073,0.0469,0.0,0.79,98.003,0.221,Away From Home,Broken Back
0.501,0.437,-14.806,0.188,0.844,0.18,84.011,0.694,Pillow Thoughts,Prigida
0.62,0.411,-14.913,0.0679,0.0132,0.0701,122.989,0.907,Light Me Up,Stefi
0.649,0.42,-13.066,0.0841,0.15,0.322,85.298,0.376,Walls,After Milo
0.739,0.494,-11.595,0.113,2.4e-05,0.505,120.069,0.219,Satisfaction,Subriser
0.749,0.668,-12.781,0.119,0.0364,0.0391,117.988,0.407,Crowded Room,Lonely in the Rain
0.692,0.631,-5.53,0.0594,0.0,0.0979,116.048,0.122,Morning In Massouri,Augan
0.689,0.514,-12.803,0.0383,0.449,0.0963,121.985,0.512,Road,Lane 8
0.834,0.547,-12.108,0.0516,0.11,0.596,113.009,0.223,Highly Functioning,Panta Ray
0.622,0.802,-6.272,0.0725,0.0,0.329,120.012,0.188,Keep On Trying,Mizmo
0.697,0.425,-14.948,0.0403,0.0423,0.151,116.017,0.743,Around For You,Alex Keeper
0.421,0.724,-6.747,0.0328,0.0254,0.262,179.992,0.0175,For Real,MR TOUT LE MONDE
0.818,0.662,-11.116,0.0981,0.00338,0.0739,113.999,0.758,Over And Over,Lonely in the Rain
0.365,0.295,-15.071,0.0591,0.39,0.0613,109.911,0.787,Coasting,Piece Wise
0.664,0.779,-11.964,0.0426,0.898,0.211,109.999,0.136,Vapor,Triomphe
0.736,0.454,-8.367,0.0337,0.000865,0.321,115.972,0.603,Hallucinogenics,Nounours
0.753,0.54,-8.857,0.0419,0.00152,0.233,104.075,0.572,Kuala Lumpur,PLÜM
0.692,0.651,-8.68,0.163,0.189,0.224,114.014,0.475,Our House,Prigida
0.428,0.493,-9.754,0.0351,2.04e-06,0.154,105.138,0.259,Free To Love,Mateo
0.788,0.465,-12.084,0.0532,0.0406,0.0352,110.018,0.727,Once More,Lonely in the Rain
0.898,0.564,-9.207,0.121,0.00553,0.435,117.992,0.463,Now or Never,Trinix
0.797,0.576,-8.055,0.0442,0.737,0.152,115.001,0.383,Sea You,Panta Ray
0.7,0.705,-6.026,0.0414,0.0343,0.521,99.97,0.148,Wonderwall,TEEMID
0.732,0.56,-8.266,0.0869,0.000322,0.282,95.994,0.577,Blame,PLÜM
0.819,0.61,-8.376,0.366,1.13e-05,0.306,110.046,0.207,City of Love,Lonely in the Rain
0.861,0.602,-7.314,0.0617,0.0644,0.684,114.978,0.369,Something About You,Hayden James
0.548,0.504,-13.482,0.0556,0.000995,0.245,120.043,0.611,Used To It,Nettson
0.788,0.798,-9.79,0.0641,0.776,0.0382,105.002,0.0856,Scintilla,Triomphe
0.788,0.711,-9.564,0.0694,2.1e-06,0.13,113.048,0.244,Shy Girl,Kedam
0.731,0.532,-11.679,0.052,0.225,0.065,117.995,0.487,U Were Cute,Rayasa
0.668,0.683,-5.936,0.154,3.76e-05,0.324,102.027,0.259,Just One Dance,PLÜM
0.927,0.573,-5.804,0.0491,0.000179,0.767,114.994,0.0339,if we never met - remix,John K
0.751,0.593,-9.556,0.0593,0.0387,0.371,120.989,0.0851,Feel The Same,Lvne
0.692,0.481,-9.084,0.0585,0.0,0.367,115.007,0.137,Drifting,Lonely in the Rain
0.717,0.489,-12.67,0.0413,0.804,0.0936,120.019,0.568,Night Time,MR TOUT LE MONDE
0.741,0.488,-14.283,0.0427,0.768,0.127,110.055,0.354,Patience,Triomphe
0.743,0.547,-8.326,0.0585,0.912,0.479,100.024,0.526,Home,Maribou State
0.608,0.412,-12.838,0.0695,1.15e-05,0.136,109.969,0.0788,One Moment,Slowtide
0.688,0.547,-8.754,0.0578,9.3e-05,0.0528,106.048,0.678,Passage,Prigida
0.674,0.5,-11.93,0.0304,0.482,0.132,124.042,0.15,Bloom,Piece Wise
0.623,0.478,-10.444,0.0645,8.05e-06,0.0769,115.037,0.709,Blue Lights,Lonely in the Rain
0.812,0.432,-9.119,0.0384,0.493,0.629,89.0,0.782,Slow Down,PLÜM
0.746,0.558,-9.097,0.239,0.0116,0.185,188.084,0.661,No Problem,Eneko Artola
0.602,0.681,-12.081,0.038,0.806,0.0399,119.969,0.231,Breathe,Mateo
0.666,0.626,-7.733,0.0862,0.00025,0.404,109.876,0.503,Ants in Pants,Sara Costa
0.795,0.574,-8.202,0.0474,0.00789,0.318,118.989,0.0313,Love Language,Crooked Colours
0.627,0.52,-10.873,0.313,0.0254,0.107,103.92,0.564,Believe,TEEMID
0.735,0.483,-9.437,0.0775,0.000189,0.184,117.019,0.326,Roches blanches,Mizmo
0.789,0.435,-9.506,0.149,0.0418,0.166,122.995,0.691,Because You Move Me,Tinlicker
0.761,0.781,-6.778,0.141,0.108,0.473,123.023,0.0681,Marea (we’ve lost dancing),Fred again..
0.558,0.834,-8.585,0.0366,0.89,0.108,123.998,0.00573,Voodoo,Tinlicker
0.667,0.92,-2.71,0.0773,0.00232,0.146,114.977,0.00752,The Last Goodbye (feat. Bettye LaVette),ODESZA
0.653,0.604,-10.177,0.0327,0.908,0.0768,119.98,0.0448,Salta,Sultan + Shepard
0.663,0.499,-9.88,0.0328,0.0328,0.141,121.959,0.483,Demons - Massane Remix,Jerro
0.651,0.709,-7.842,0.037,0.00744,0.126,121.02,0.00461,Inner Light,Elderbrook
0.688,0.654,-8.521,0.0493,0.251,0.59,123.011,0.0203,The Best Part,gardenstate
0.679,0.915,-10.554,0.0458,0.795,0.106,124.005,0.00992,UUUU,WhoMadeWho
0.769,0.596,-9.359,0.0524,0.00803,0.259,105.032,0.0487,Crazy,PLÜM
0.697,0.419,-8.29,0.0514,0.0133,0.288,123.955,0.564,Keep On Dancing,AVAION
0.598,0.561,-11.421,0.0511,0.557,0.0385,182.988,0.0229,Breathing,Ben Böhmer
0.61,0.858,-8.482,0.0328,0.903,0.63,121.014,0.141,Need Somebody,Jerro
0.584,0.733,-9.071,0.06,0.878,0.0374,122.001,0.476,The Last Dinosaur,Little Foot
0.679,0.568,-7.097,0.0358,0.709,0.0636,120.002,0.0447,In Control - Innellea Remix,Forma
0.713,0.719,-6.972,0.0455,0.0335,0.24,119.993,0.164,One Last Dance,Audien
0.745,0.672,-10.484,0.05,0.874,0.0894,124.008,0.177,Run,NORRA
0.634,0.659,-7.143,0.0263,0.00325,0.38,126.977,0.373,Howl,Elderbrook
0.744,0.577,-9.599,0.0385,0.0652,0.321,124.005,0.0448,Until We Leave the Ground - Steve James Remix,Emmit Fenn
0.648,0.573,-9.921,0.0352,0.746,0.0764,112.004,0.244,All Night Long - Y.V.E. 48 Remix,Nora Van Elken
0.6,0.817,-8.693,0.0737,0.0114,0.0387,122.022,0.01,Kaleidoscope Colours,Jan Blomqvist
0.741,0.592,-9.059,0.0308,0.854,0.822,111.984,0.665,Feel Your Weight - Poolside Remix,Rhye
0.692,0.638,-12.76,0.298,0.00169,0.147,126.133,0.847,Catching Eyes,49th & Main
0.799,0.519,-10.262,0.0698,0.00893,0.121,119.991,0.158,Tell Me,Lonely in the Rain
0.779,0.727,-8.59,0.053,0.0194,0.455,124.021,0.165,Original Sin,Sofi Tukker
0.795,0.474,-8.166,0.0642,0.758,0.477,120.017,0.0213,I’ll Find My Way To You,Elderbrook
0.705,0.524,-9.776,0.032,0.26,0.219,119.987,0.112,All In A Dream,LP Giobbi
0.781,0.715,-8.043,0.0406,0.069,0.63,120.026,0.614,Medicine,Lucas Estrada
0.804,0.776,-6.892,0.0557,0.216,0.127,117.99,0.014,House Of The Rising Sun,Nora Van Elken
0.68,0.722,-5.214,0.0683,0.000137,0.2,120.012,0.18,Motion,Vandelux
0.651,0.76,-5.949,0.0446,0.000538,0.137,122.969,0.0273,Need You There,M-22
0.541,0.911,-7.152,0.0556,0.136,0.026,123.968,0.0154,Rebirth,Tinlicker
0.813,0.437,-12.817,0.0574,0.843,0.105,116.992,0.391,Healing,TWO LANES
0.643,0.558,-9.681,0.0477,0.209,0.238,106.95,0.746,Here,Shallou
0.66,0.836,-5.203,0.0383,0.92,0.765,123.997,0.00659,Always - Monkey Safari Remix,RÜFÜS DU SOL
0.362,0.534,-10.403,0.0498,0.93,0.238,184.216,0.435,Survive,Lane 8
0.733,0.411,-11.507,0.0407,0.00169,0.359,125.03,0.54,Leave Me Low,Devault
0.681,0.935,-6.392,0.0417,0.458,0.0584,121.999,0.571,Life on Hold,Nora En Pure
0.672,0.679,-6.068,0.0294,0.0811,0.321,123.019,0.00745,Underwater,Le Youth
0.608,0.637,-9.265,0.0329,0.575,0.191,126.023,0.00178,Safe - Joris Voorn Remix,Monkey Safari
0.64,0.518,-13.746,0.0345,0.913,0.0908,118.014,0.126,Saving My Love,Chris Malinchak
0.793,0.605,-8.901,0.042,0.755,0.314,124.012,0.554,Red Lights - EMBRZ Remix,Lane 8
0.75,0.596,-15.529,0.0363,0.757,0.039,114.013,0.165,Eyes,TWO LANES
0.764,0.489,-9.41,0.0332,0.00176,0.496,119.953,0.249,Heartaches,Shallou
0.723,0.615,-6.807,0.0348,0.939,0.0406,120.008,0.255,Midsommar,Nora Van Elken
0.67,0.711,-7.257,0.0443,0.0963,0.691,121.976,0.00172,I Can't See,ROW
0.66,0.684,-8.091,0.0347,0.758,0.103,106.0,0.18,Why,Bobby Love
0.699,0.609,-11.505,0.0663,0.338,0.121,120.025,0.26,Sweet Nothings (feat. Minke),Holiday87
0.691,0.545,-6.647,0.035,0.78,0.514,105.976,0.172,Ghostkeeper,Klangkarussell
0.594,0.764,-10.72,0.0395,0.657,0.0358,122.051,0.00174,Canopée des Cîmes,Jan Blomqvist
0.879,0.621,-8.063,0.0476,0.0554,0.515,122.024,0.0133,No Fun,Lane 8
0.67,0.434,-12.923,0.046,0.862,0.136,113.997,0.401,Another Time,TWO LANES
0.653,0.517,-13.812,0.0758,0.831,0.561,194.045,0.866,The Chase,Emmit Fenn
0.675,0.747,-4.742,0.0406,0.0014,0.159,121.033,0.0159,Afterglow,Bob Moses
0.712,0.569,-10.819,0.0348,0.492,0.241,116.016,0.346,New Fires,Christian Löffler
0.62,0.835,-6.35,0.0839,0.923,0.426,119.002,0.211,Don’t Worry,Satin Jackets
0.563,0.611,-8.436,0.0292,0.469,0.105,118.941,0.0239,High Tide,Shallou
0.618,0.943,-6.848,0.044,0.964,0.0915,123.989,0.105,Gratitude,Nora En Pure
0.741,0.421,-12.463,0.0763,0.92,0.121,124.986,0.518,Sunrays,AK
0.702,0.403,-13.428,0.0338,0.273,0.0716,101.018,0.676,Lost In Space,Emmit Fenn
0.702,0.875,-6.652,0.0435,0.922,0.0509,120.998,0.215,Cimmerian,Lipless
0.703,0.571,-8.119,0.05,0.214,0.735,124.039,0.067,Something About,CRi
0.584,0.772,-8.551,0.0303,0.679,0.138,123.019,0.0155,I'll Wait - Le Youth Remix,Lane 8
0.575,0.767,-6.888,0.0554,0.0011,0.137,124.0,0.169,All My Days,Forester
0.794,0.307,-15.629,0.0486,0.935,0.171,119.994,0.674,Ronda,Christian Löffler
0.597,0.882,-6.562,0.0346,0.751,0.398,119.997,0.00369,Teenage Heart,Jones Meadow
0.645,0.572,-8.167,0.0298,0.0527,0.121,121.994,0.716,Raye,Sultan + Shepard
0.462,0.741,-8.327,0.0375,0.326,0.0392,124.018,0.0806,Don't Give Up,Latroit
0.738,0.617,-6.595,0.0313,0.783,0.343,123.987,0.111,Paradox,Lipless
0.641,0.726,-6.921,0.0381,0.794,0.0416,124.012,0.176,"Oh, Miles",Lane 8
0.768,0.613,-7.098,0.133,0.524,0.218,124.956,0.399,Walking On Water (feat. Totally Enormous Extinct Dinosaurs),The Knocks
0.652,0.602,-13.98,0.0338,0.942,0.0399,124.012,0.709,Beyond Beliefs,Ben Böhmer
0.631,0.808,-9.282,0.0385,0.417,0.29,120.012,0.00249,Disappear,THEMBA
0.671,0.643,-9.137,0.126,0.968,0.0384,123.022,0.428,The Night Air Was Cool,ATTLAS
0.496,0.873,-7.547,0.0362,0.896,0.0458,130.0,0.00335,To Feel Again / Trois,Jon Hopkins
0.673,0.901,-7.457,0.0661,0.107,0.276,124.995,0.196,Falling Back,MYRNE
0.63,0.774,-7.876,0.0413,0.585,0.304,122.999,0.192,New Love,Le Youth
0.419,0.635,-5.911,0.0441,0.592,0.0375,107.878,0.392,Light Of Day (feat. Ólafur Arnalds),ODESZA
0.682,0.675,-9.887,0.0388,0.849,0.362,120.009,0.00292,Smile,A.M.R
0.61,0.571,-9.432,0.0395,0.21,0.147,89.769,0.242,Let You Know,Y.V.E. 48
0.673,0.84,-7.564,0.0349,0.234,0.529,119.991,0.0197,Leave You,Einmusik
0.531,0.614,-11.274,0.0315,0.731,0.0393,122.977,0.352,1000 More Suns,Chicane
0.563,0.732,-8.621,0.0393,0.712,0.0397,118.025,0.395,Temporary Love,Mishegas
0.664,0.524,-10.5,0.0509,0.892,0.403,124.0,0.0316,La Perla - Tourist Remix,Sofia Kourtesis
0.761,0.54,-10.041,0.0746,0.897,0.2,108.032,0.704,Fruit&Sun,ford.
0.788,0.786,-9.321,0.0381,0.877,0.157,122.008,0.0844,Believer - Marsh's Guatape Remix,Above & Beyond
0.717,0.522,-13.118,0.0366,0.825,0.381,115.996,0.48,Never Give Up,King Henry
0.674,0.439,-16.887,0.0376,0.838,0.0368,117.988,0.494,Left Behind,TWO LANES
0.659,0.798,-6.933,0.0749,0.000379,0.15,126.064,0.175,Escape (feat. Hayla),Kx5
0.613,0.85,-4.196,0.0927,0.000138,0.186,118.068,0.339,Never Ending,Bob Moses
0.647,0.717,-8.709,0.0351,0.886,0.158,111.01,0.234,Manila Palm,Parra for Cuva
0.469,0.691,-7.948,0.0405,0.919,0.282,169.907,0.00622,Episodes,Mishegas
0.768,0.647,-6.978,0.0482,0.000712,0.0645,121.014,0.0686,I Still Need You,ayokay
0.637,0.782,-8.174,0.0378,0.114,0.0792,118.022,0.432,To Feel Alive,Forester
0.382,0.264,-13.448,0.0378,0.887,0.107,115.794,0.808,Light Up,nimino
0.279,0.542,-11.962,0.0494,0.601,0.163,123.846,0.47,Erase,Ben Böhmer
0.637,0.687,-8.63,0.041,0.704,0.0878,119.995,0.0587,Assassin,Sultan + Shepard
0.711,0.756,-8.215,0.057,0.949,0.384,120.975,0.32,Altered Destiny - Chill Mix,Nora En Pure
0.612,0.741,-7.002,0.0359,0.000416,0.0672,122.001,0.0759,Pattern,Le Youth
0.692,0.614,-12.747,0.0413,0.534,0.0446,118.02,0.394,Rolling Back,TWO LANES
0.74,0.29,-17.081,0.0662,0.811,0.282,74.996,0.543,Nichibotsu,Mariniwa
0.624,0.282,-17.306,0.0439,0.959,0.207,80.018,0.952,overcast,Towerz
0.814,0.274,-10.074,0.0551,0.871,0.401,125.007,0.915,northen lights,LVTA
0.604,0.148,-17.468,0.0388,0.495,0.2,84.961,0.832,Night Ride,Socrab
0.737,0.308,-10.388,0.0402,0.681,0.376,87.508,0.394,Dole Out,The Doppelgangaz
0.688,0.446,-13.313,0.0642,0.543,0.711,80.043,0.863,Soul Reflection,Yoann Garel
0.516,0.332,-13.637,0.0404,0.906,0.0671,187.751,0.927,Window Seat,Blue Wednesday
0.678,0.31,-9.344,0.036,0.859,0.645,86.979,0.206,Tea time,jelaquest
0.604,0.434,-6.879,0.0362,0.925,0.772,74.281,0.418,british backyard,Eli Fischer
0.719,0.0634,-18.635,0.238,0.405,0.386,82.995,0.886,Fiction,Shy Cope
0.848,0.399,-12.899,0.166,0.0581,0.744,75.113,0.924,tired,Pecun
0.629,0.351,-13.094,0.485,0.607,0.781,179.888,0.204,island sunset,phant-trium
0.637,0.261,-13.354,0.03,0.844,0.461,94.049,0.622,Want to,Birocratic
0.713,0.241,-8.793,0.0583,0.86,0.311,79.982,0.157,Cali Peaches,Meryl Street
0.852,0.494,-9.571,0.374,0.685,0.611,81.98,0.558,Panini,Pinetops Winston
0.735,0.61,-15.162,0.0794,0.912,0.924,174.022,0.721,Praia,Bossalova
0.565,0.386,-8.053,0.03,0.874,0.399,90.019,0.286,Belorá,Papir Chaser
0.595,0.258,-11.413,0.0505,0.928,0.307,79.918,0.809,lazy case,Polysnare
0.814,0.317,-13.792,0.123,0.927,0.922,143.971,0.928,Cross Eyed,Auxjack
0.768,0.524,-9.332,0.107,0.857,0.62,84.058,0.793,Bon Clay,Koby 808
0.709,0.425,-8.287,0.0449,0.903,0.15,145.984,0.925,Little Cloud,Berezy
0.705,0.21,-13.271,0.0722,0.873,0.89,145.043,0.156,Feelin' Good Tonight,Sid Southside
0.764,0.397,-10.825,0.137,0.95,0.244,80.014,0.46,Kigali,milk beats
0.718,0.112,-12.516,0.045,0.795,0.183,119.915,0.448,Cold Brew,Worn Tape
0.555,0.354,-13.353,0.0292,0.557,0.185,114.9,0.78,Mercurial,asanatobi
0.665,0.228,-12.56,0.0395,0.161,0.344,74.981,0.798,Rain Tropical,RenBoz
0.623,0.448,-11.336,0.0568,0.947,0.257,80.012,0.201,Fika,lagom.
0.585,0.567,-6.56,0.0352,0.575,0.503,84.997,0.24,Dripht,BLVKSHP
0.851,0.54,-9.199,0.0674,0.89,0.52,143.998,0.39,Rituals,Kupla
0.622,0.495,-7.135,0.0255,0.936,0.298,90.977,0.741,One Summer’s Eve,Tokyo Music Walker
0.726,0.433,-8.097,0.391,0.741,0.34,169.982,0.948,Green Tea,Montparnasse
0.726,0.0597,-14.407,0.048,0.915,0.247,68.006,0.954,The Last Caress,Nahucast
0.858,0.329,-12.61,0.0994,0.896,0.364,80.014,0.772,Lunes Azul (Linearwave's Lofi Remix - Dawn),Orestes Gomez
0.823,0.351,-8.493,0.18,0.9,0.85,87.995,0.177,Oat Milk,Riën
0.599,0.133,-18.045,0.0355,0.888,0.195,150.059,0.682,Welcome Stars,Bogomolove
0.723,0.383,-9.131,0.0456,0.85,0.528,95.048,0.148,Moving to the Street,Altair Blake
0.801,0.192,-14.207,0.0598,0.894,0.145,136.009,0.426,Dahlia,no one's perfect
0.812,0.432,-9.119,0.0384,0.493,0.629,89.0,0.782,Slow Down,PLÜM
0.837,0.434,-10.03,0.175,0.86,0.566,96.01,0.0511,Full Circle,Moods
0.448,0.435,-7.835,0.0276,0.902,0.334,76.013,0.0272,Forgetful,JIM
0.717,0.203,-17.308,0.349,0.895,0.149,165.975,0.525,fruity styles,Hicut Lopass
0.827,0.373,-6.357,0.141,0.937,0.677,90.13,0.388,I'm feeling lucky,Yankee Hart
0.734,0.311,-9.609,0.0678,0.901,0.122,154.01,0.807,Running Roads,AUIIRA
0.676,0.627,-10.518,0.085,0.828,0.356,75.997,0.102,Neighborhood Blues,Cat Boss.
0.696,0.535,-7.959,0.15,0.84,0.706,159.999,0.442,Lights Out,Folta Tres
0.36,0.486,-7.278,0.043,0.861,0.499,76.398,0.336,Late Night Lights,Simis Cartwright
0.682,0.47,-7.236,0.132,0.936,0.602,80.005,0.583,P o w e r ! 力,d.w.h
0.696,0.378,-12.505,0.044,0.531,0.104,158.036,0.21,inner radiance,bby knife
0.774,0.38,-14.471,0.0443,0.936,0.355,93.529,0.925,Flashback,The Fox
0.436,0.356,-9.368,0.0727,0.466,0.272,179.891,0.739,Autumn Day,9T7
0.724,0.589,-11.29,0.0733,0.715,0.605,80.023,0.0614,Strolls,Lo-Fi Luke
0.741,0.345,-8.672,0.0548,0.651,0.0566,78.975,0.731,"slow down, take a breath",DYVN
0.533,0.338,-8.627,0.0431,0.785,0.484,178.135,0.226,Inside,Flawless Delivery
0.462,0.465,-11.307,0.121,0.0703,0.253,79.729,0.229,The Joy of Music,Fred Paci
0.517,0.163,-18.31,0.0426,0.911,0.146,180.27,0.873,keep calling,leonoel
0.538,0.205,-13.082,0.229,0.799,0.113,156.418,0.944,Cloud Nine,Lotus Beats
0.691,0.297,-17.654,0.05,0.915,0.092,62.012,0.868,Saved For Sunset,Allem Iversom
0.891,0.2,-8.932,0.386,0.826,0.358,80.007,0.781,don't forget to water the plants,LAV8
0.756,0.562,-8.758,0.0339,0.635,0.552,129.999,0.499,Cloudly,Dj 113
0.755,0.265,-13.926,0.25,0.841,0.536,90.007,0.898,tapelux.,bluemoon.music
0.663,0.331,-13.215,0.0657,0.864,0.612,171.971,0.395,Love + Death,Kewlie
0.657,0.143,-17.612,0.0381,0.907,0.204,80.02,0.946,Sea in Sight,Snowji
0.843,0.443,-9.557,0.0563,0.787,0.744,146.028,0.389,Luscinia,MAS
0.748,0.0884,-8.748,0.0984,0.963,0.241,82.124,0.78,Yadaf,lorleaf
0.63,0.497,-12.529,0.0818,0.942,0.107,164.052,0.0331,Tokyo Suburbs,RejSende
0.727,0.272,-16.011,0.0425,0.359,0.0556,102.999,0.848,Slow Descent,Raimu
0.638,0.535,-8.449,0.0378,0.496,0.333,82.028,0.134,Curls,No Spirit
0.595,0.286,-8.148,0.0707,0.906,0.445,75.425,0.783,In Reflection,Palan Artridge
0.651,0.185,-13.987,0.0407,0.832,0.185,77.963,0.823,Final Destination,Team Astro
0.647,0.381,-10.301,0.0321,0.906,0.386,139.977,0.86,Together,Lucid Keys
0.556,0.383,-11.318,0.0324,0.651,0.13,72.062,0.66,Who Is She,Sazetrax
0.73,0.744,-6.827,0.255,0.0546,0.52,77.022,0.423,Dig-Nity,Dee Dee Kidd
0.628,0.728,-6.573,0.05,0.778,0.515,85.004,0.00362,one in a melon,< b a r u b e a t >
0.803,0.468,-9.692,0.0289,0.922,0.657,95.985,0.895,2000 Miles,Astro Howie
0.681,0.338,-14.745,0.316,0.897,0.85,180.169,0.911,ridley road,archipelago beats
0.688,0.288,-10.079,0.164,0.952,0.383,169.968,0.151,Daze haze,chilltrap
0.668,0.233,-15.668,0.0411,0.96,0.63,134.077,0.935,Close to me,Floating Bits
0.736,0.385,-10.127,0.0417,0.886,0.0398,115.977,0.551,Grown,Ramsey Road
0.653,0.313,-13.471,0.0472,0.693,0.321,90.04,0.135,red sky,DI3GO
0.75,0.497,-7.327,0.0898,0.833,0.766,81.992,0.293,Octopus,Frances The Mute
0.808,0.47,-6.646,0.149,0.391,0.881,82.977,0.551,Atenas,Sintencion
0.758,0.557,-11.644,0.0818,0.92,0.175,149.904,0.332,Maybe Forever?,Grace Belly
0.733,0.301,-8.049,0.12,0.784,0.744,160.015,0.919,Low 5,Beatnugget
0.732,0.24,-11.222,0.0539,0.883,0.0603,77.995,0.783,Summer Nights,Goldusk
0.65,0.266,-12.96,0.0503,0.835,0.516,80.03,0.29,No Requests,dsntf
0.675,0.381,-10.462,0.0404,0.928,0.338,87.928,0.815,Flannel Ballad,funLabor
0.736,0.823,-11.361,0.0753,0.965,0.758,152.09,0.0553,in other forms,Spitzgefühl
0.401,0.769,-12.577,0.293,0.639,0.559,78.734,0.0128,Bad Advice,Spiral Groove
0.753,0.516,-6.929,0.0745,0.843,0.384,80.006,0.293,rooibos,bomull
0.585,0.473,-11.314,0.0561,0.91,0.956,161.242,0.843,Great Listener,Yashan
0.821,0.127,-10.238,0.054,0.903,0.279,160.102,0.0573,late at night,Avenue Arts
0.633,0.407,-9.965,0.187,0.789,0.0869,170.098,0.566,Merchant,Sloepoke
0.658,0.413,-6.513,0.331,0.819,0.0681,74.966,0.295,Pockets Full Of,Smoke & Beard
0.674,0.254,-10.518,0.0531,0.279,0.139,149.906,0.423,Headspace allure,SlowFly
0.594,0.0586,-24.054,0.0699,0.539,0.0604,83.035,0.813,doubts in my head,Terrence Woods
0.749,0.157,-11.044,0.0406,0.891,0.39,81.98,0.589,Moving on,Nymano
